index,deg
28630,1929
28632,15
28633,1952
28636,1754
28637,1753
28638,78
28664,1871
28667,1928
28670,1857
28671,1935
28672,1853
28673,1861
28674,1968
28676,1819
28678,1797
28679,1935
28680,1963
28681,1908
28682,1947
28683,1983
28684,1923
28685,1901
28686,1895
28687,1907
28688,1881
28689,1844
28692,1877
28696,1864
28700,1878
28702,1832
28703,2279
28704,1872
28705,1826
28706,1934
28707,1884
28708,1859
28709,1916
28713,1861
28714,1889
28715,1863
28717,89
28718,168
28719,354
28720,245
28721,160
28723,3941
28724,3981
28727,3838
28728,3780
28730,149
28731,849
28732,607
28734,532
28737,435
28739,308
28742,360
28746,3827
28747,118
28748,3823
28749,3724
28750,3973
28751,4032
28756,363
28759,4004
28760,3852
28762,31
28763,708
28764,43
28765,76
28766,65
28767,100
28768,165
28769,383
28777,661
28778,618
28780,426
28781,382
28787,273
28789,3948
28790,220
28795,171
28797,266
28802,292
28804,238
28807,233
28810,209
28812,214
28814,193
28823,3590
28824,3620
28825,3717
28826,3578
28827,3730
28829,3825
28834,3854
28837,3696
28838,3796
28839,3690
28840,3725
28841,3784
28842,3711
28843,3748
28844,3821
28846,3878
28848,3715
28849,3620
28850,3382
28851,3436
28852,3473
28853,3385
28854,3589
28855,3654
28856,3525
28857,3489
28858,3525
28859,3484
28860,3634
28861,3475
28862,3900
28863,3557
28864,3558
28865,3647
28867,3472
28869,3510
28873,3702
28881,267
28883,309
28888,145
28890,459
28892,426
28897,710
28899,741
28902,3679
28903,3930
28914,163
28925,195
28930,4882
28931,20
28932,5045
28934,894
28935,790
28936,721
28937,606
28939,624
28942,583
28944,519
28945,462
28948,345
28950,329
28951,297
28952,243
28953,4871
28954,186
28955,4466
28956,4587
28957,4466
28958,4751
28959,4619
28960,4604
28961,4642
28962,4700
28963,4633
28964,4598
28965,4685
28966,4783
28967,189
28968,4631
28969,4882
28970,4845
28971,4766
28972,4880
28973,4705
28974,4877
28975,4629
28980,49
28982,84
28990,47
28998,5180
28999,75
29000,75
29002,5047
29003,5066
29004,747
29005,719
29014,4963
29015,906
29016,5031
29018,4969
29019,4493
29025,4
29026,312
29028,4985
29029,5078
29032,4163
29033,4073
29034,3975
29035,4139
29037,4050
29038,4152
29041,3
29042,4090
29043,4106
29044,4132
29045,4198
29046,4052
29050,4206
29051,4142
29054,4164
29057,4146
29058,4151
29060,170
29061,130
29065,3916
29067,34
29068,68
29070,129
29072,4296
29080,275
29082,394
29084,4051
29086,4569
29087,64
29088,4505
29089,4599
29092,29
29094,287
29095,63
29096,62
29097,35
29098,4397
29101,4417
29102,4485
29103,4432
29104,4443
29106,4382
29110,4637
29111,24
29113,1125
29114,4254
29115,4206
29116,674
29117,374
29118,276
29119,4312
29120,4393
29122,93
29124,3509
29125,4297
29130,4299
29132,4361
29134,106
29135,4289
29136,4336
29139,2648
29142,2703
29144,2602
29145,2718
29146,2651
29147,14
29148,10
29150,90
29153,42
29155,2695
29156,2655
29157,2629
29158,2699
29160,2686
29162,2782
29163,2652
29164,2495
29165,387
29166,236
29167,156
29169,90
29174,48
29176,2514
29177,2633
29178,447
29181,2706
29182,2541
29187,2625
29188,2613
29190,168
29192,2814
29193,2812
29195,2675
29196,2938
29198,2770
29200,2827
29201,2835
29202,2734
29203,2699
29204,49
29205,2884
29206,2749
29207,2896
29208,2985
29210,2931
29211,2861
29212,2871
29213,2808
29214,2903
29215,2732
29216,2668
29217,2761
29219,2624
29221,2658
29222,2754
29223,2716
29224,2723
29225,2804
29226,2747
29227,2786
29228,2684
29230,2690
29231,2835
29232,2759
29233,2758
29234,2666
29235,2758
29236,2727
29238,2863
29239,2790
29242,2539
29243,2542
29246,2417
29249,2426
29250,2465
29252,2513
29254,2556
29255,2531
29256,2516
29257,2448
29258,2485
29259,2570
29260,2482
29261,1452
29264,2492
29266,2636
29267,351
29268,322
29269,2471
29270,2452
29271,2382
29273,2358
29274,2402
29275,2336
29276,2312
29278,2381
29279,2408
29280,2551
29283,2480
29284,2398
29285,2411
29286,2413
29287,2445
29288,2378
29289,2375
29291,2530
29292,2515
29293,2493
29294,2436
29295,111
29296,2662
29297,2699
29298,2599
29299,61
29300,132
29305,360
29307,2512
29308,2585
29310,63
29311,42
29312,36
29313,28
29314,26
29315,25
29316,29
29321,88
29322,193
29323,167
29324,159
29325,150
29326,152
29327,123
29328,118
29329,136
29330,125
29331,107
29332,91
29333,2624
29334,2913
29335,79
29336,80
29337,2569
29338,65
29339,2576
29340,2663
29342,16
29344,2605
29346,2640
29348,3240
29352,175
29356,199
29358,229
29362,250
29364,247
29367,339
29375,108
29376,119
29377,275
29378,3310
29380,18
29381,3418
29382,3369
29383,3272
29391,90
29392,90
29400,3250
29404,25
29405,50
29406,3396
29410,594
29411,599
29413,3323
29414,3523
29416,3383
29419,3347
29420,3425
29421,3327
29422,3433
29423,3388
29424,3471
29425,3576
29426,3372
29427,470
29428,526
29429,512
29432,634
29434,3246
29437,3551
29438,3235
29439,3229
29444,3238
29445,48
29447,78
29448,3276
29449,76
29452,2915
29453,2951
29454,2941
29457,3078
29458,2914
29459,3081
29460,3105
29461,3018
29462,2996
29464,3194
29465,3098
29467,3158
29470,3221
29473,3252
29476,3190
29477,3114
29478,3013
29479,2943
29481,2912
29483,2876
29484,2903
29485,2856
29486,2895
29487,2900
29488,3024
29489,3051
29490,3035
29491,2956
29492,3106
29493,2842
29494,3050
29495,2882
29496,2953
29497,2986
29498,2862
29499,3025
29500,2910
29501,2859
29505,137
29506,3106
29507,3251
29508,3272
29509,3228
29510,3324
29511,3283
29512,3205
29518,3236
29519,179
29521,3274
29522,52
29525,3228
29527,20
29528,20
29529,23
29530,45
29531,3216
29532,3132
29534,3152
29535,3238
29536,3207
29537,3129
29538,3284
29540,3303
29541,2979
29542,3298
29549,3196
29550,3298
29552,3299
29553,3208
29554,3215
29556,3253
29560,155
29562,217
29564,192
29570,270
29573,155
29575,85
29576,204
29577,178
29578,67
29579,300
29580,60
29581,326
29582,388
29583,105
29584,116
29586,79
29596,297
29600,408
29603,134
29604,12
29605,336
29606,363
29607,144
29608,266
29609,647
29610,656
29611,381
29612,381
29613,381
29614,381
29616,310
29617,320
29618,291
29619,891
29620,288
29621,583
29622,244
29623,269
29624,241
29625,1474
29626,266
29627,266
29628,259
29629,229
29630,239
29632,199
29633,209
29634,15
29636,33
29637,514
29638,1158
29639,851
29640,739
29641,576
29642,520
29643,500
29644,463
29645,486
29646,595
29647,130
29648,438
29649,588
29650,424
29651,396
29652,427
29653,644
29654,394
29655,406
29656,384
29657,382
29658,381
29659,629
29660,1042
29661,1042
29662,902
29664,205
29665,906
29667,790
29668,773
29671,628
29672,1157
29673,208
29674,530
29676,627
29678,191
29680,549
29681,458
29682,490
29683,401
29686,64
29688,153
29689,59
29691,170
29692,51
29695,43
29698,375
29699,22
29701,18
29702,1769
29703,1555
29704,1417
29705,1261
29706,1264
29707,1227
29708,1236
29709,1200
29710,589
29711,1320
29712,1322
29713,1672
29714,1576
29715,1728
29716,1750
29717,2546
29718,4386
29719,50
29721,47
29722,42
29723,1241
29724,621
29725,414
29726,287
29727,241
29728,233
29729,51
29730,186
29731,153
29732,54
29733,119
29734,58
29736,392
29737,433
29739,329
29740,347
29744,183
29748,73
29750,410
29751,401
29752,518
29753,673
29754,713
29755,764
29756,833
29757,1002
29758,1108
29759,1115
29761,18
29773,18
29786,85
29789,179
29793,148
29794,124
29795,127
29796,2500
29798,94
29800,86
29801,73
29805,45
29808,35
29809,24
29863,136
29865,135
29866,135
29867,134
29868,133
29869,133
29870,410
29871,485
29872,133
29873,133
29874,133
29878,97
29880,97
29881,105
29882,58
29883,733
29885,43
29888,134
29889,196
29891,194
29892,188
29893,170
29894,199
29895,180
29896,181
29897,181
29898,134
29900,163
29902,155
29903,143
29904,148
29905,145
29906,148
29907,212
29908,146
29909,143
29910,143
29911,140
29912,137
29916,1923
29917,1898
29925,731
29926,36
29929,480
29930,479
29933,284
29936,194
29939,37
29940,36
29941,1024
29948,1308
29953,375
29954,1242
29955,1317
29956,1250
29959,6
29961,196
29962,139
29963,1498
29975,1463
29977,1418
29978,1168
29979,1174
29980,2858
29981,1155
29982,1177
29983,1163
29984,1111
29985,1134
29986,1068
29987,1053
29988,1043
29997,1563
30002,1038
30007,28
30008,51
30013,2207
30016,615
30018,579
30022,403
30024,327
30025,291
30031,125
30038,10
30040,5266
30041,1005
30042,976
30043,957
30044,983
30045,894
30046,860
30049,942
30050,892
30052,760
30053,1260
30055,792
30060,750
30061,682
30063,657
30065,98
30066,3283
30067,3306
30068,1425
30069,3314
30070,3597
30071,4084
30072,4065
30073,6242
30077,51
30079,103
30080,93
30082,192
30083,157
30084,183
30086,481
30087,506
30088,538
30089,602
30090,838
30095,6
30096,1978
30097,2379
30098,2329
30099,2499
30102,8
30103,2429
30104,1054
30106,208
30107,2571
30109,2649
30110,2673
30112,2901
30115,2920
30116,166
30117,606
30118,607
30121,2049
30122,71
30124,669
30125,685
30126,423
30127,432
30128,193
30130,896
30131,159
30132,144
30133,108
30134,71
30135,43
30136,31
30137,23
30138,23
30139,1224
30142,1252
30143,2488
30144,1934
30145,1462
30146,1356
30147,1243
30148,1131
30154,41
30156,396
30157,426
30158,586
30161,9
30165,20
30169,1296
30170,1112
30174,849
30175,828
30179,1614
30183,70
30189,420
30192,100
30193,100
30194,100
30195,100
30196,100
30197,100
30198,100
30199,100
30200,100
30201,100
30202,100
30203,100
30204,100
30205,560
30206,100
30207,100
30210,67
30211,340
30216,1831
30218,8
30220,13
30223,1330
30224,1637
30225,308
30226,2248
30227,2365
30228,182
30229,2921
30231,118
30232,113
30233,4186
30234,4300
30235,13
30238,75
30239,59
30241,68
30245,84
30246,206
30247,30
30249,192
30250,198
30255,100
30256,238
30258,418
30260,53
30262,28
30263,149
30264,1319
30265,1318
30269,70
30270,190
30272,186
30273,228
30274,25
30277,50
30278,55
30281,529
30282,243
30284,20
30290,17
30293,85
30294,163
30295,168
30318,100
30319,167
30321,141
30322,146
30323,116
30324,107
30325,108
30326,102
30327,101
30328,101
30329,100
30330,100
30331,186
30332,100
30333,100
30334,100
30335,100
30336,100
30337,100
30338,100
30339,100
30340,100
30341,100
30342,100
30350,150
30365,324
30366,260
30369,280
30373,34
30375,22
30381,280
30394,542
30395,296
30404,1469
30405,661
30408,342
30409,337
30410,299
30411,296
30412,294
30413,291
30414,289
30415,291
30416,286
30417,280
30418,280
30434,368
30436,391
30458,309
30470,614
30471,696
30472,668
30473,700
30477,668
30479,625
30480,661
30482,597
30484,574
30485,642
30487,635
30488,75
30493,494
30494,456
30495,474
30496,817
30497,987
30498,1006
30499,974
30500,908
30501,986
30502,893
30503,862
30504,901
30507,819
30508,778
30510,807
30512,795
30515,729
30517,703
30519,685
30520,712
30522,295
30525,242
30534,280
30537,72
30541,560
30542,604
30543,398
30544,385
30545,364
30546,365
30548,449
30551,439
30554,443
30555,440
30557,436
30558,415
30563,385
30570,269
30571,1233
30575,1864
30576,1842
30579,1625
30580,1585
30581,1511
30582,1432
30583,1360
30585,1260
30587,1192
30588,1205
30589,1201
30590,1144
30591,1075
30592,1042
30593,1010
30594,1064
30595,93
30596,985
30598,1181
30599,1251
30600,1414
30602,1559
30616,131
30623,475
30624,490
30628,445
30632,336
30633,354
30635,483
30638,359
30649,946
30652,856
30653,786
30661,1165
30664,606
30666,508
30668,555
30669,596
30671,501
30683,254
30684,1955
30693,36
30699,90
30702,15
30705,817
30707,470
30708,34
30709,37
30710,527
30711,70
30717,357
30718,6
30724,609
30725,379
30728,404
30730,460
30731,440
30732,519
30733,501
30734,533
30735,561
30736,613
30737,338
30739,634
30740,774
30741,705
30742,767
30744,870
30745,828
30746,823
30747,859
30748,987
30753,834
30754,732
30756,137
30758,18
30759,31
30760,35
30762,956
30763,69
30765,86
30766,114
30767,113
30768,102
30769,105
30770,129
30773,256
30774,1236
30775,760
30776,765
30780,198
30782,140
30783,136
30784,1126
30786,82
30788,25
30789,17
30790,1189
30791,1341
30792,1449
30794,1507
30795,190
30796,1522
30798,1850
30799,1958
30800,475
30801,634
30802,1394
30803,1806
30804,2408
30805,104
30806,2940
30808,20
30809,109
30810,445
30811,478
30813,2340
30815,492
30816,455
30817,620
30818,1066
30819,649
30820,694
30821,717
30822,751
30823,721
30824,778
30825,641
30826,260
30827,272
30828,307
30829,294
30830,283
30831,310
30832,315
30833,324
30834,335
30835,338
30836,427
30837,521
30838,201
30839,589
30840,648
30841,934
30842,919
30843,1036
30844,1584
30845,2549
30847,47
30848,131
30849,212
30850,284
30851,102
30854,87
30855,87
30856,87
30857,87
30858,87
30859,89
30860,92
30861,91
30862,101
30863,108
30864,190
30865,143
30866,150
30867,139
30868,134
30869,157
30870,169
30871,188
30872,175
30873,185
30874,175
30875,190
30877,28
30880,13
30897,369
30898,306
30899,276
30900,102
30901,156
30915,319
30916,1168
30921,26
30924,43
30925,59
30927,152
30928,79
30929,162
30930,330
30931,347
30932,406
30933,623
30934,928
30935,1845
30936,4983
30937,262
30938,30
30939,66
30941,162
30942,375
30943,606
30944,1593
30945,1586
30946,1843
30947,1827
30948,154
30949,1915
30950,131
30952,1294
30954,344
30956,682
30957,554
30958,694
30959,757
30960,542
30961,1019
30962,1171
30963,1181
30964,1217
30965,397
30966,385
30967,1525
30968,370
30969,1577
30970,1692
30971,1816
30972,2041
30976,36
30978,128
30982,7
30990,52
30999,33
31003,190
31011,472
31012,312
31013,281
31014,225
31016,2365
31018,1708
31021,10
31024,57
31025,61
31026,2844
31027,40
31028,1108
31029,1249
31030,1270
31031,1209
31032,1222
31033,1207
31034,4263
31035,1172
31036,1128
31037,1080
31038,1111
31039,5226
31040,1170
31041,1199
31042,1087
31043,1125
31044,1089
31047,1060
31048,1085
31049,995
31050,1037
31051,1017
31052,1005
31053,1468
31054,1902
31055,1801
31056,1798
31057,1772
31058,1710
31059,1567
31060,1587
31061,1598
31062,1544
31063,1526
31064,1473
31065,2971
31067,1385
31068,1449
31070,1362
31071,1292
31073,1302
31075,1272
31076,1284
31077,3823
31079,913
31080,1381
31081,1347
31082,1350
31083,1150
31084,906
31085,370
31086,253
31094,2361
31095,2175
31096,1577
31097,1555
31098,1489
31099,1308
31100,1311
31101,1240
31102,1179
31104,285
31107,775
31108,668
31110,249
31114,648
31115,497
31116,510
31117,1043
31118,259
31119,242
31120,187
31121,186
31122,194
31123,170
31124,52
31127,921
31130,566
31131,602
31132,515
31133,481
31134,445
31138,434
31142,562
31144,374
31145,362
31146,311
31147,284
31148,305
31155,1085
31156,1053
31157,1001
31158,977
31159,1011
31160,968
31161,904
31162,861
31163,856
31164,794
31165,838
31166,723
31168,731
31169,799
31170,785
31171,763
31175,626
31177,617
31192,1117
31193,1246
31216,47
31223,55
31226,1082
31227,1308
31233,1010
31242,973
31255,927
31256,1038
31257,1228
31269,1335
31272,1144
31281,1473
31286,730
31289,946
31290,1622
31291,1636
31294,580
31295,1436
31299,1287
31313,133
31318,33
31320,1449
31321,241
31322,261
31323,265
31324,305
31329,293
31330,436
31343,1207
31345,1323
31347,1321
31353,1094
31358,1470
31365,1277
31370,921
31371,1456
31379,1403
31380,1440
31430,824
31434,686
31438,756
31450,699
31457,728
31461,143
31462,916
31481,182
31514,1018
31546,910
31550,794
31570,849
31573,4
31584,882
31585,153
31586,198
31587,205
31588,115
31589,153
31590,118
31591,178
31592,110
31593,161
31594,112
31595,167
31596,95
31597,179
31598,221
31599,165
31600,177
31601,142
31602,82
31603,81
31604,152
31605,152
31606,129
31608,136
31609,143
31610,133
31611,239
31612,253
31613,321
31614,359
31615,321
31616,240
31617,214
31618,243
31619,196
31620,280
31621,248
31622,259
31623,273
31624,116
31625,238
31626,254
31627,158
31628,224
31629,224
31630,236
31631,252
31632,228
31633,234
31634,207
31635,133
31636,63
31637,99
31638,61
31639,77
31640,74
31641,84
31642,89
31643,67
31645,84
31646,71
31647,72
31648,51
31649,89
31650,64
31651,71
31652,64
31653,58
31655,48
31656,46
31657,32
31658,37
31660,34
31661,35
31662,101
31663,153
31664,145
31665,149
31666,105
31667,128
31668,117
31669,125
31670,115
31671,107
31672,119
31673,128
31674,130
31675,329
31676,114
31677,114
31678,128
31679,124
31680,118
31681,107
31682,87
31683,102
31684,106
31685,93
31686,100
31688,73
31702,53
31707,79
31714,50
31715,52
31716,52
31717,53
31718,61
31720,50
31722,220
31723,11
31728,11
31740,7
31742,170
31744,12
31750,931
31752,19
31753,602
31754,459
31755,440
31756,441
31757,368
31758,346
31759,376
31760,305
31761,350
31762,312
31773,402
31776,34
31777,6
31782,93
31785,230
31788,200
31789,168
31790,162
31793,220
31794,238
31795,310
31796,327
31797,441
31804,703
31805,794
31806,884
31807,1060
31808,23
31809,1226
31811,250
31812,297
31813,129
31814,591
31815,1778
31816,134
31817,142
31818,146
31819,142
31820,191
31821,188
31822,293
31823,1397
31824,349
31825,341
31826,398
31828,855
31829,1210
31830,1240
31832,742
31834,655
31837,126
31840,189
31842,200
31843,189
31846,169
31852,215
31853,7
31870,59
31872,65
31873,56
31874,45
31875,42
31881,321
31882,317
31883,323
31884,3093
31885,279
31886,298
31887,281
31888,286
31889,38
31890,71
31891,86
31892,38
31893,75
31894,50
31895,38
31897,73
31898,38
31899,67
31900,38
31903,59
31906,38
31909,47
31910,42
31911,39
31912,35
31914,28
31916,34
31917,17
31918,21
31920,1176
31921,139
31922,465
31923,31
31924,159
31925,291
31926,339
31927,352
31928,28
31930,12
31931,813
31932,208
31933,216
31934,213
31936,168
31937,145
31939,103
31940,73
31942,53
31944,54
31947,58
31948,44
31949,69
31950,27
31955,94
31956,79
31957,96
31960,53
31962,102
31963,103
31964,94
31966,42
31968,15
31970,44
31972,49
31975,53
31977,89
31982,34
31985,57
31992,190
31998,222
31999,221
32000,228
32004,305
32006,309
32007,307
32010,332
32011,2047
32012,2005
32013,1888
32014,1578
32015,1490
32018,404
32019,419
32023,390
32026,89
32028,376
32029,1556
32030,119
32031,3
32035,7
32037,133
32040,172
32042,1077
32043,650
32044,665
32045,641
32048,380
32050,311
32053,188
32054,31
32059,3548
32060,1974
32062,1236
32064,412
32069,1214
32070,1127
32071,1004
32076,848
32079,467
32081,340
32082,410
32085,272
32092,81
32093,2745
32094,1892
32095,854
32096,344
32097,166
32098,135
32099,109
32100,71
32106,70
32108,50
32112,26
32116,652
32117,501
32118,1337
32119,864
32120,922
32121,909
32122,1005
32123,1036
32124,992
32125,1072
32126,1179
32127,1236
32128,1228
32129,1342
32130,1250
32131,455
32132,1665
32133,2166
32134,2232
32135,2266
32136,2302
32137,2819
32138,3323
32139,4173
32140,80
32143,477
32144,107
32145,130
32146,508
32147,603
32148,545
32149,522
32150,492
32151,508
32152,285
32153,499
32154,492
32155,467
32156,388
32157,1109
32158,492
32159,1277
32160,460
32162,441
32163,1304
32164,407
32165,4047
32166,408
32168,39
32169,461
32170,467
32171,310
32172,368
32173,293
32174,260
32181,450
32182,39
32183,72
32184,735
32185,96
32186,141
32187,229
32188,618
32189,618
32190,59
32191,296
32192,104
32194,1604
32195,1548
32196,1731
32197,1820
32198,1865
32200,2002
32206,1679
32219,1398
32229,119
32231,1300
32233,1397
32240,83
32266,320
32283,1263
32304,40
32306,582
32307,635
32310,242
32321,97
32322,379
32328,163
32329,130
32330,121
32331,119
32332,100
32335,548
32336,81
32337,85
32338,73
32339,73
32342,548
32346,1225
32348,749
32349,726
32350,768
32351,868
32352,881
32353,986
32357,1091
32359,659
32366,1103
32367,21
32368,1044
32378,651
32384,764
32389,622
32390,714
32395,260
32398,364
32404,343
32422,517
32447,517
32448,66
32457,740
32458,573
32459,521
32460,69
32461,651
32462,602
32463,607
32464,361
32465,592
32466,661
32467,718
32468,690
32469,227
32470,224
32471,187
32472,208
32479,174
32483,86
32492,686
32493,204
32494,118
32496,78
32497,69
32514,651
32528,675
32537,215
32542,172
32548,694
32556,314
32561,354
32578,670
32583,257
32587,81
32596,295
32597,669
32599,1850
32601,420
32609,101
32611,426
32616,5
32620,40
32624,144
32625,884
32626,274
32627,272
32628,314
32629,223
32630,208
32631,203
32632,167
32633,143
32635,98
32636,63
32638,731
32639,49
32642,124
32650,200
32651,145
32654,23
32657,72
32659,105
32660,92
32661,123
32662,182
32664,174
32665,281
32666,382
32667,298
32668,459
32669,426
32670,545
32671,547
32672,559
32673,552
32674,710
32675,44
32676,777
32678,10
32680,935
32682,2190
32683,2982
32685,3032
32687,29
32688,305
32691,939
32692,813
32693,516
32700,62
32701,113
32702,116
32703,404
32705,89
32706,62
32707,59
32708,54
32710,577
32711,15
32712,908
32713,145
32714,68
32715,127
32716,506
32718,145
32722,217
32726,840
32727,68
32728,708
32730,814
32731,1266
32732,929
32733,750
32734,398
32735,396
32738,653
32739,240
32741,765
32742,954
32743,1008
32744,1517
32745,1237
32747,2282
32749,2350
32758,941
32759,248
32760,27
32762,9
32763,9
32766,930
32767,875
32768,819
32770,242
32771,251
32772,389
32773,371
32774,399
32775,250
32777,205
32782,668
32787,393
32792,87
32794,91
32795,167
32796,203
32797,185
32800,103
32801,819
32806,1561
32807,1236
32813,733
32828,8
32829,55
32835,13
32843,1769
32844,280
32845,107
32849,71
32851,67
32852,103
32853,28
32857,5419
32858,729
32859,630
32861,554
32863,304
32867,74
32870,411
32871,260
32872,178
32874,50
32900,1355
32905,126
32907,69
32908,100
32909,80
32910,90
32911,167
32912,183
32913,203
32917,99
32919,69
32920,411
32923,1736
32925,1080
32926,966
32927,954
32928,845
32929,327
32930,1270
32931,1100
32932,1127
32933,1128
32935,863
32936,804
32937,791
32938,693
32939,561
32940,127
32941,347
32943,272
32945,270
32946,250
32947,245
32948,221
32950,178
32951,154
32953,109
32963,33
32969,15
32973,17
32975,20
32976,31
32978,16
32984,416
32986,388
32987,670
32992,316
32993,131
32999,66
33003,182
33009,443
33020,346
33031,756
33033,797
33036,696
33037,685
33044,517
33045,535
33046,499
33047,508
33048,508
33050,504
33084,253
33096,137
33107,394
33109,217
33122,155
33132,175
33133,289
33134,248
33135,248
33136,245
33137,232
33138,203
33139,177
33140,205
33141,198
33142,176
33143,170
33144,186
33146,158
33147,150
33148,147
33149,146
33150,131
33151,126
33152,126
33154,39
33158,67
33159,1575
33160,1446
33161,1420
33162,1435
33163,1329
33165,1273
33166,1154
33168,1047
33169,980
33170,1587
33171,988
33174,891
33175,914
33177,909
33179,856
33181,764
33195,1454
33200,71
33201,71
33203,1988
33204,1801
33205,1628
33206,1706
33215,924
33216,938
33217,895
33218,1181
33219,1261
33221,443
33223,278
33224,1748
33225,2032
33227,258
33228,185
33231,153
33233,1886
33237,64
33241,25
33242,23
33243,792
33244,846
33247,1679
33248,1531
33249,1128
33250,1079
33252,800
33255,575
33256,500
33257,496
33258,1594
33259,578
33260,570
33261,625
33262,683
33263,665
33264,578
33265,728
33266,749
33267,824
33268,1187
33269,1362
33270,1642
33271,498
33272,1732
33273,2325
33274,2396
33283,44
33284,91
33285,106
33287,71
33288,48
33293,64
33294,70
33295,82
33297,77
33298,90
33301,199
33302,228
33303,292
33304,361
33305,445
33307,500
33308,480
33316,684
33318,731
33321,25
33343,193
33349,115
33353,299
33358,670
33359,676
33360,792
33361,198
33362,1090
33363,806
33364,774
33368,277
33374,166
33383,668
33397,89
33398,81
33399,105
33404,197
33406,420
33410,128
33415,1767
33416,106
33417,351
33418,306
33419,294
33421,193
33422,173
33425,96
33426,94
33427,102
33428,91
33433,7
33439,319
33445,121
33449,1289
33454,84
33457,36
33461,370
33462,465
33463,486
33464,462
33465,440
33466,440
33467,425
33468,418
33469,413
33470,402
33471,395
33472,383
33473,376
33474,480
33475,365
33476,365
33477,301
33478,293
33479,258
33481,184
33483,87
33485,1666
33486,648
33487,1062
33488,1035
33489,963
33490,914
33491,856
33492,826
33493,804
33494,852
33495,781
33496,627
33497,687
33498,599
33500,650
33501,517
33502,574
33503,571
33504,583
33505,545
33506,536
33507,547
33508,516
33509,508
33510,465
33511,586
33512,406
33513,458
33514,419
33515,387
33516,439
33517,504
33519,462
33520,477
33521,527
33522,568
33523,571
33525,655
33526,583
33527,666
33528,668
33529,647
33530,735
33531,763
33532,730
33533,870
33534,1214
33535,1176
33536,1961
33537,193
33538,65
33539,79
33540,102
33542,144
33543,159
33544,151
33546,141
33547,170
33551,190
33552,230
33553,202
33554,236
33555,232
33556,232
33558,240
33559,246
33560,312
33561,299
33562,420
33583,64
33584,11
33586,971
33588,2795
33589,2852
33593,45
33594,48
33595,72
33596,206
33612,185
33613,488
33614,160
33615,359
33617,311
33622,179
33623,196
33626,65
33628,265
33629,479
33631,630
33632,976
33633,340
33634,762
33635,909
33637,930
33638,1670
33639,23
33640,33
33641,28
33642,43
33644,67
33648,82
33649,1845
33650,1708
33651,853
33652,1566
33653,1181
33654,1230
33655,1037
33658,736
33660,571
33668,341
33670,284
33671,277
33674,237
33677,212
33680,175
33681,185
33682,186
33683,169
33687,144
33691,336
33700,796
33702,21
33710,803
33711,680
33712,600
33713,572
33737,127
33740,58
33750,46
33752,52
33754,58
33756,70
33758,84
33759,34
33766,126
33768,1996
33770,504
33771,144
33773,293
33774,289
33775,303
33777,335
33782,897
33783,887
33785,1237
33786,1372
33787,2088
33789,20
33803,142
33805,31
33806,61
33807,102
33812,8
33814,30
33816,42
33821,424
33822,4
33828,22
33837,84
33839,8
33841,261
33842,670
33843,585
33844,520
33845,591
33846,453
33847,511
33848,446
33849,417
33850,378
33851,259
33852,335
33853,286
33855,223
33857,173
33858,144
33859,150
33864,44
33865,46
33866,77
33867,169
33869,293
33870,280
33872,24
33873,170
33874,124
33875,116
33876,109
33877,89
33878,94
33880,62
33882,40
33884,1623
33887,649
33888,674
33889,624
33892,23
33905,814
33908,1103
33909,799
33916,73
33917,629
33918,28
33924,724
33925,675
33926,673
33927,669
33928,601
33929,579
33931,560
33932,422
33933,447
33934,472
33935,446
33936,426
33937,400
33938,402
33939,422
33940,385
33941,383
33950,70
33956,370
33969,85
33971,11
33972,1310
33973,896
33974,867
33975,815
33977,421
33978,258
33980,240
33981,75
33991,976
33992,913
33993,214
33994,368
33995,347
33996,328
33998,281
33999,295
34001,282
34003,278
34004,261
34005,227
34007,206
34008,204
34010,182
34011,181
34014,165
34015,150
34016,160
34017,77
34029,302
34030,159
34031,83
34040,1915
34042,1902
34045,132
34046,155
34049,158
34050,146
34057,449
34069,1063
34070,162
34071,127
34072,107
34073,117
34074,74
34077,2116
34078,1583
34079,1507
34080,1428
34082,187
34084,1573
34085,1408
34086,1393
34087,1217
34088,1200
34089,1090
34091,1081
34092,878
34096,16
34097,383
34108,159
34109,1160
34111,878
34112,852
34114,403
34115,467
34116,439
34117,397
34118,285
34120,350
34124,790
34125,791
34126,699
34127,647
34128,561
34129,546
34130,538
34135,336
34136,349
34138,328
34142,284
34146,13
34157,74
34159,235
34160,47
34161,47
34162,47
34163,48
34164,75
34165,77
34166,75
34172,187
34173,218
34180,174
34182,169
34185,176
34190,135
34204,197
34206,265
34210,195
34211,229
34212,190
34217,188
34247,488
34248,340
34250,392
34252,360
34253,433
34255,413
34256,459
34257,470
34258,529
34259,543
34261,562
34262,658
34263,791
34264,50
34265,785
34276,1370
34279,44
34280,44
34281,44
34282,44
34309,804
34314,808
34315,788
34316,833
34317,968
34318,933
34323,15
34327,87
34328,22
34331,76
34348,172
34350,500
34351,561
34352,481
34353,449
34355,352
34356,272
34357,320
34358,295
34359,250
34362,158
34363,138
34364,149
34370,109
34372,28
34373,102
34385,119
34387,109
34388,141
34389,141
34390,161
34391,172
34392,304
34393,248
34394,320
34395,313
34396,336
34397,297
34413,45
34419,980
34423,1003
34424,13
34425,19
34426,778
34428,271
34430,817
34432,389
34433,301
34434,1534
34435,1029
34436,28
34437,775
34439,271
34440,212
34443,1394
34444,1135
