idx,deg
20333,20
20335,69
20340,10
20341,149
20344,101
20349,38
20350,38
20363,4
20374,34
20375,55
20379,70
20386,232
20389,88
20396,53
20398,112
20407,32
20419,1103
20420,838
20421,682
20422,468
20424,16
20428,731
20429,645
20430,528
20431,509
20432,499
20433,522
20434,410
20435,372
20439,243
20441,860
20446,146
20447,144
20448,118
20449,134
20453,82
20457,345
20460,308
20467,416
20469,287
20472,118
20483,244
20486,898
20500,110
20509,66
20522,90
20532,198
20545,11
20546,11
20547,11
20550,872
20553,89
20554,655
20555,91
20556,408
20562,18
20565,37
20566,55
20577,1495
20596,643
20597,542
20599,216
20601,210
20603,122
20618,739
20619,716
20623,465
20632,14
20637,47
20650,14
20656,60
20662,17
20672,158
20675,22
20676,72
20680,26
20681,73
20682,1023
20688,410
20690,363
20691,366
20701,112
20703,133
20709,86
20713,79
20715,86
20728,59
20737,11
20739,1002
20742,112
20743,37
20748,138
20749,87
20750,104
20752,31
20753,301
20754,306
20755,285
20756,301
20757,282
20758,247
20759,244
20760,208
20761,199
20762,186
20763,126
20766,345
20775,196
20776,76
20777,57
20780,777
20781,789
20782,770
20783,716
20784,774
20786,193
20787,173
20788,168
20789,1026
20790,915
20791,836
20792,820
20793,819
20794,37
20795,835
20796,791
20797,788
20798,731
20799,766
20800,639
20801,561
20802,497
20803,489
20804,489
20805,449
20806,345
20818,72
20823,111
20824,111
20825,112
20826,117
20827,120
20849,33
20853,546
20855,24
20856,56
20873,169
20882,133
20885,141
20889,259
20902,113
20912,194
20915,127
20924,279
20925,192
20926,185
20927,150
20928,134
20930,74
20931,89
20932,52
20933,53
20934,77
20936,44
20938,29
20939,30
20942,82
20947,124
20949,114
20956,131
20960,64
20968,38
20969,909
20970,227
20971,227
20972,227
20973,227
20974,227
20983,227
20986,816
20989,785
20992,772
20994,755
20997,230
20998,258
20999,248
21000,242
21001,253
21002,255
21003,245
21004,246
21005,238
21006,238
21007,235
21008,231
21009,231
21010,229
21012,232
21013,230
21014,230
21015,229
21016,228
21017,228
21018,227
21019,228
21020,227
21021,227
21022,227
21023,227
21026,733
21032,66
21033,58
21034,51
21046,134
21047,107
21048,103
21053,644
21057,571
21058,423
21061,202
21065,262
21074,27
21078,19
21079,34
21085,93
21087,460
21090,25
21091,20
21093,19
21094,19
21095,19
21098,137
21099,90
21104,141
21105,25
21106,136
21107,153
21109,159
21110,216
21112,323
21113,336
21117,8
21118,8
21121,57
21122,60
21126,569
21127,164
21128,142
21131,71
21132,283
21133,321
21134,311
21135,296
21136,308
21137,298
21138,288
21139,293
21140,297
21141,294
21142,279
21143,280
21144,298
21145,291
21146,336
21147,284
21148,274
21149,277
21150,277
21151,283
21152,283
21153,267
21154,281
21155,271
21156,257
21157,272
21158,264
21159,428
21163,956
21164,190
21165,164
21166,127
21168,510
21169,488
21170,367
21171,407
21172,383
21174,376
21175,420
21176,354
21177,358
21178,354
21179,363
21180,325
21181,300
21182,337
21183,315
21184,311
21185,334
21186,219
21187,212
21188,224
21189,236
21190,225
21191,228
21192,230
21193,234
21194,222
21195,219
21196,223
21197,219
21198,220
21199,219
21200,251
21201,215
21202,215
21204,216
21205,215
21206,215
21207,214
21208,213
21209,213
21210,213
21211,213
21212,213
21213,213
21214,276
21215,86
21216,427
21218,419
21219,325
21220,338
21221,329
21222,344
21223,302
21224,304
21225,294
21226,295
21227,273
21228,213
21229,260
21230,277
21231,268
21232,268
21233,257
21234,267
21235,277
21236,258
21237,262
21238,246
21239,240
21240,250
21241,208
21243,41
21251,24
21254,292
21259,166
21265,82
21268,113
21269,213
21270,213
21271,213
21273,176
21274,157
21275,153
21277,126
21278,134
21279,82
21284,108
21285,98
21295,12
21296,41
21298,102
21302,40
21304,135
21306,30
21309,41
21310,229
21311,41
21313,13
21316,81
21318,95
21319,46
21320,232
21322,48
21323,244
21324,123
21325,127
21326,122
21327,85
21328,68
21329,80
21331,53
21332,54
21333,48
21334,48
21335,48
21345,235
21346,236
21347,290
21348,241
21350,60
21351,362
21352,311
21353,174
21355,39
21356,76
21358,82
21359,102
21363,65
21367,126
21368,186
21369,117
21370,205
21371,215
21372,372
21377,112
21378,93
21381,61
21387,51
21389,52
21400,407
21401,90
21402,79
21403,504
21407,507
21408,542
21410,522
21411,520
21416,504
21427,472
21428,412
21434,60
21435,67
21436,102
21437,132
21438,165
21439,207
21442,71
21452,575
21453,606
21457,581
21468,311
21471,303
21472,321
21474,269
21477,276
21484,252
21495,340
21498,372
21499,85
21502,327
21512,275
21513,470
21514,489
21515,461
21516,457
21517,415
21518,351
21519,303
21521,326
21523,227
21524,281
21526,427
21530,235
21535,214
21536,106
21538,52
21539,863
21547,10
21549,10
21551,946
21552,888
21554,812
21555,793
21556,719
21557,710
21558,632
21559,680
21560,556
21561,512
21562,569
21563,542
21564,526
21565,424
21566,383
21567,49
21573,1071
21574,639
21575,599
21576,621
21577,539
21578,434
21579,419
21581,305
21582,308
21583,251
21584,217
21585,158
21586,183
21587,163
21588,64
21589,44
21590,40
21591,17
21597,580
21602,14
21603,14
21608,617
21609,295
21610,133
21611,668
21612,585
21615,720
21616,546
21618,95
21619,88
21621,215
21624,248
21626,262
21632,181
21636,172
21638,168
21649,373
21650,395
21651,391
21652,399
21655,350
21656,317
21657,318
21659,319
21663,374
21665,345
21668,285
21670,329
21671,295
21674,268
21678,419
21679,430
21686,365
21688,336
21691,339
21695,340
21697,298
21701,290
21704,64
21710,444
21711,309
21714,81
21723,686
21728,457
21730,41
21732,720
21733,582
21734,502
21735,434
21737,240
21738,191
21740,102
21741,55
21742,73
21744,29
21748,70
21750,111
21751,107
21755,4
21756,12
21761,426
21765,34
21766,18
21767,18
21768,116
21770,635
21774,75
21781,56
21782,36
21783,445
21784,627
21785,615
21786,594
21788,576
21789,582
21791,531
21792,542
21793,469
21794,514
21795,493
21796,507
21797,644
21798,427
21799,446
21800,447
21801,440
21802,461
21803,381
21807,367
21808,400
21810,758
21811,598
21812,404
21813,331
21814,93
21815,1144
21816,134
21817,81
21819,1203
21820,961
21821,892
21822,956
21823,876
21825,744
21826,780
21827,719
21828,688
21829,706
21830,688
21831,691
21832,660
21833,659
21834,598
21835,617
21836,657
21838,26
21840,154
21841,5
21844,85
21845,149
21846,336
21847,242
21850,28
21858,106
21863,138
21874,186
21875,5
21881,74
21882,74
21883,78
21884,88
21887,6
21888,7
21889,25
21891,28
21892,416
21903,750
21904,590
21908,313
21916,135
21919,89
21924,11
21930,416
21931,274
21934,94
21936,99
21937,33
21941,28
21942,25
21949,159
21966,102
21969,32
21970,27
21971,23
21972,22
21973,265
21980,264
21981,279
21999,164
22011,766
22012,408
22014,484
22020,20
22033,685
22034,60
22035,60
22040,138
22042,212
22047,39
22048,181
22049,23
22050,46
22057,143
22058,157
22076,223
22077,113
22078,124
22079,124
22080,121
22101,95
22109,367
22110,549
22111,544
22112,528
22113,515
22114,527
22115,485
22116,427
22118,393
22119,374
22120,366
22122,360
22125,271
22126,280
22127,307
22129,297
22130,262
22131,211
22133,165
22135,191
22142,245
22144,61
22151,16
22153,257
22158,898
22159,807
22160,742
22161,750
22162,557
22171,62
22180,20
22183,301
22186,1635
22187,1592
22188,947
22189,815
22200,76
22204,812
22207,77
22208,67
22223,255
22226,203
22227,83
22238,7
22245,37
22247,92
22248,120
22249,50
22251,333
22252,164
22254,182
22255,116
22261,114
22263,59
22265,83
22266,69
22271,276
22272,352
22273,369
22274,314
22277,339
22278,337
22279,307
22280,330
22282,335
22283,305
22284,282
22285,364
22286,307
22287,293
22288,308
22291,244
22293,244
22294,230
22295,239
22296,246
22299,497
22300,668
22301,623
22302,645
22303,576
22304,561
22305,547
22306,561
22307,557
22308,468
22309,585
22310,471
22312,510
22313,280
22314,477
22315,515
22316,443
22317,446
22319,427
22320,464
22321,458
22322,425
22324,398
22325,358
22328,757
22329,465
22330,173
22331,25
22332,161
22333,135
22345,133
22346,134
22349,118
22350,48
22354,222
22355,193
22357,228
22358,162
22361,147
22362,156
22363,136
22365,113
22366,132
22367,629
22374,104
22377,45
22404,447
22408,213
22410,260
22411,177
22413,177
22414,143
22415,120
22417,117
22420,125
22427,83
22434,959
22435,425
22438,435
22440,38
22446,39
22447,935
22449,923
22450,789
22451,837
22452,721
22453,644
22454,709
22455,665
22456,581
22457,674
22458,673
22459,587
22460,652
22482,51
22488,365
22490,539
22491,544
22492,461
22493,510
22495,504
22496,451
22497,479
22498,447
22499,399
22500,435
22501,344
22502,552
22503,401
22504,300
22505,336
22506,362
22507,334
22508,289
22509,289
22510,268
22512,284
22514,303
22516,6
22518,28
22519,28
22520,39
22523,14
22525,260
22528,98
22530,232
22532,900
22533,847
22534,863
22535,791
22536,829
22537,851
22538,748
22539,719
22540,653
22541,561
22542,560
22561,22
22569,166
22573,221
22575,184
22576,173
22578,183
22579,131
22580,164
22581,145
22582,154
22585,127
22589,77
22591,62
22595,36
22597,684
22607,1148
22608,931
22609,811
22610,699
22612,654
22613,592
22614,583
22615,564
22616,538
22617,508
22618,414
22619,409
22620,384
22621,393
22622,277
22623,300
22625,113
22627,77
22629,24
22633,31
22637,25
22638,275
22641,83
22646,122
22667,34
22670,23
22672,16
22674,368
22678,94
22679,227
22680,220
22681,196
22683,206
22684,187
22685,164
22686,164
22687,131
22688,119
22689,107
22690,98
22691,95
22693,94
22694,95
22695,94
22696,65
22697,65
22698,221
22701,236
22704,251
22705,288
22706,333
22709,306
22710,326
22712,292
22713,306
22715,329
22717,278
22718,294
22719,369
22722,259
22726,176
22727,176
22728,217
22730,127
22732,92
22733,517
22734,1069
22735,1023
22736,922
22737,787
22738,801
22739,710
22740,716
22742,684
22743,610
22744,632
22746,550
22748,569
22749,466
22750,480
22751,482
22752,496
22753,484
22754,447
22757,397
22759,377
22766,27
22771,93
22782,36
22783,45
22791,248
22793,268
22798,430
22799,421
22801,1044
22802,15
22822,42
22836,158
22837,175
22838,97
22840,110
22855,107
22858,32
22860,83
22861,518
22864,257
22873,173
22874,70
22875,58
22876,57
22877,55
22878,55
22885,149
22890,1485
22891,1231
22892,1214
22893,1090
22894,1023
22895,62
22896,98
22897,102
22898,83
22899,73
22900,75
22901,80
22902,81
22903,61
22904,74
22905,72
22906,69
22907,65
22908,64
22909,160
22910,62
22911,45
22912,61
22913,35
22915,31
22918,22
22929,19
22930,156
22931,7
22936,113
22938,1044
22939,502
22940,402
22941,394
22942,379
22943,283
22944,156
22954,39
22955,96
22957,50
22959,75
22960,159
22961,135
22963,322
22964,822
22969,169
22970,137
22977,192
22978,93
22979,89
22980,89
22981,89
22983,57
22987,24
22989,20
22991,93
22992,218
22993,16
22995,53
22997,48
23001,25
23004,318
23005,636
23006,632
23007,579
23008,533
23009,496
23010,481
23011,502
23012,504
23013,427
23014,399
23015,417
23016,340
23017,311
23019,293
23020,287
23021,291
23022,287
23023,198
23024,140
23025,126
23026,118
23027,110
23028,112
23029,93
23030,91
23031,94
23035,15
23037,11
23039,28
23044,49
23046,118
23054,66
23056,63
23060,170
23071,92
23085,336
23086,57
23087,41
23095,46
23098,836
23100,186
23101,205
23102,62
23106,93
23112,30
23114,943
23115,546
23119,99
23120,15
23122,85
23124,48
23125,43
23127,30
23129,235
23130,93
23133,255
23136,949
23137,819
23138,691
23145,34
23155,572
23156,511
23157,449
23162,256
23167,144
23177,67
23193,429
23195,793
23203,495
23222,119
23223,88
23224,41
23227,1545
23228,1396
23229,1241
23230,1169
23231,1205
23234,143
23235,911
23237,915
23238,904
23240,879
23241,861
23249,14
23250,26
23252,35
23254,57
23255,119
23256,124
23257,141
23258,214
23259,40
23262,11
23264,35
23268,41
23270,50
23275,22
23284,79
23285,72
23290,62
23293,65
23297,108
23302,84
23303,51
23304,45
23305,45
23307,31
23309,23
23315,71
23316,126
23318,27
23319,93
23320,66
23325,534
23328,51
23329,54
23332,118
23334,180
23335,581
23340,86
23341,57
23342,406
23343,54
23352,158
23353,94
23354,73
23411,42
23426,809
23427,52
23429,507
23430,508
23431,498
23432,555
23434,490
23438,57
23447,993
23454,71
23464,838
23466,530
23467,467
23468,469
23469,438
23470,355
23471,420
23472,277
23478,689
23507,1874
23508,1610
23510,1263
23511,1300
23514,1016
23515,907
23516,872
23517,861
23518,562
23526,1200
23546,1140
23547,1022
23548,680
23549,505
23551,283
23552,187
23553,177
23555,119
23556,113
23557,101
23558,95
23560,530
23561,319
23562,145
23564,6
23566,97
23568,82
23569,77
23627,1530
23628,2236
23630,2245
23631,2252
23632,2204
23633,2190
23634,2163
23635,2035
23636,1872
23637,1815
23638,1790
23639,1726
23640,1638
23641,2444
23642,1618
23643,1531
23644,1577
23645,1572
23646,1520
23648,1464
23649,1439
23650,1410
23651,1354
23652,1377
23653,1361
23669,48
23679,2719
23680,2511
23681,779
23682,78
23683,79
23684,53
23685,81
23686,62
23687,62
23688,62
23689,61
23690,62
23691,68
23692,61
23694,261
23695,83
23697,12
23701,34
23709,45
23710,16
23711,279
23713,272
23714,210
23715,219
23718,165
23721,161
23723,144
23725,117
23727,116
23728,106
23729,99
23731,87
23733,79
23734,102
23741,46
23754,97
23756,19
23757,24
23767,144
23795,1969
23800,1121
23801,445
23802,259
23804,76
23805,35
23806,40
23809,21
23810,14
23812,1588
23813,1048
23814,701
23815,25
23816,144
23817,49
23822,25
23823,25
23824,25
23825,25
23826,26
23827,27
23828,49
23829,26
23830,49
23832,51
23834,26
23835,14
23837,46
23838,46
23844,993
23845,90
23847,57
23857,1086
23858,125
23859,773
23860,623
23861,530
23862,432
23863,324
23864,273
23865,229
23867,173
23868,119
23869,67
23871,333
23872,1176
23873,1058
23874,1049
23875,1019
23876,946
23877,901
23878,790
23879,650
23880,659
23881,568
23882,575
23883,496
23884,486
23886,340
23887,294
23888,290
23889,301
23890,327
23891,278
23894,173
23895,171
23901,846
23905,446
23907,325
23909,240
23911,137
23926,139
23927,142
23930,112
23937,77
23947,23
23952,12
23955,143
23959,95
23960,78
23962,2583
23965,12
23969,334
23985,842
23987,726
23990,605
23995,383
23996,429
23999,258
24000,225
24003,34
24006,179
24007,277
24008,323
24009,290
24010,276
24011,294
24012,278
24013,290
24014,262
24015,248
24016,283
24017,268
24018,266
24019,185
24020,335
24021,151
24022,136
24023,133
24024,129
24025,129
24026,129
24028,25
24029,25
24030,25
24034,468
24035,670
24036,614
24037,614
24038,587
24039,573
24040,565
24041,549
24042,565
24043,550
24044,530
24045,549
24046,497
24047,504
24049,483
24050,398
24051,437
24052,476
24053,415
24054,404
24055,381
24056,338
24057,323
24058,343
24059,341
24060,312
24091,32
24092,74
24093,98
24094,20
24095,20
24096,22
24099,22
24100,24
24102,670
24105,37
24106,68
24107,68
24108,70
24109,72
24110,75
24113,10
24116,406
24117,360
24118,207
24119,85
24120,35
24121,38
24122,895
24123,152
24124,5
24125,299
24126,260
24129,26
24142,448
24145,20
24146,20
24147,20
24148,2809
24149,2145
24150,1071
24151,869
24152,913
24153,713
24154,632
24155,622
24157,300
24160,200
24161,175
24164,61
24168,23
24169,989
24173,312
24174,156
24175,1532
24176,1576
24177,1538
24178,1439
24179,1194
24180,1170
24181,1041
24182,1011
24184,1021
24185,1043
24186,925
24187,845
24188,831
24189,888
24190,856
24191,862
24192,737
24193,710
24194,627
24195,643
24197,28
24198,52
24204,122
24210,1351
24218,15
24223,214
24224,252
24225,254
24227,249
24229,252
24230,221
24231,225
24232,251
24235,249
24236,220
24237,265
24239,232
24240,220
24242,247
24244,224
24246,216
24250,208
24251,328
24252,395
24253,386
24255,384
24256,354
24259,342
24260,336
24262,307
24263,355
24264,322
24266,325
24267,255
24268,296
24269,273
24271,285
24272,269
24277,286
24279,143
24280,152
24281,143
24282,141
24288,92
24289,93
24297,71
24298,54
24299,45
24300,42
24301,34
24302,34
24308,201
24310,197
24313,182
24314,207
24319,391
24322,188
24328,126
24329,156
24330,166
24336,25
24339,6
24340,4
24350,987
24351,1057
24352,965
24353,963
24354,858
24355,781
24356,765
24357,740
24358,716
24373,727
24386,436
24387,574
24388,530
24389,534
24390,508
24391,533
24392,528
24393,512
24394,476
24395,445
24396,461
24397,427
24398,444
24399,491
24400,514
24402,414
24403,426
24404,396
24405,450
24406,439
24407,394
24408,413
24410,416
24411,362
24412,347
24413,631
24414,732
24415,715
24416,703
24418,702
24419,701
24420,669
24421,666
24422,696
24423,665
24424,687
24425,633
24426,622
24428,643
24429,668
24430,621
24431,587
24432,551
24433,541
24434,606
24435,622
24436,614
24437,622
24438,568
24439,517
24440,172
24441,247
24452,193
24455,214
24456,161
24460,160
24464,165
24469,406
24471,443
24473,389
24475,399
24477,386
24479,418
24489,282
24492,291
24493,248
24498,971
24499,1023
24500,472
24504,116
24505,51
24506,38
24508,888
24510,233
24511,260
24520,31
24521,31
24524,108
24526,105
24531,90
24532,95
24536,422
24538,73
24542,64
24549,1397
24550,180
24551,4
24555,1635
24558,1473
24559,1452
24560,1431
24563,94
24564,1250
24565,1220
24566,1211
24567,1141
24568,1156
24569,1087
24570,1084
24571,1077
24572,975
24573,1099
24574,1010
24582,17
24590,966
24593,82
24594,82
24595,82
24596,82
24597,82
24598,83
24599,84
24600,84
24601,85
24602,92
24603,561
24605,602
24606,530
24607,528
24610,491
24611,526
24616,506
24617,598
24618,472
24619,513
24625,518
24628,526
24630,799
24631,937
24632,892
24633,931
24634,896
24635,892
24636,867
24637,836
24638,852
24640,813
24641,847
24642,765
24643,802
24646,745
24647,730
24648,719
24649,750
24650,729
24651,710
24652,717
24653,652
24654,650
24655,594
24713,63
24717,15
24723,917
24725,126
24727,36
24728,1313
24729,1050
24730,946
24732,11
24733,11
24734,43
24735,540
24736,438
24737,307
24738,179
24755,857
24757,711
24761,332
24762,257
24763,242
24766,626
24767,835
24768,846
24769,865
24770,793
24772,723
24773,740
24774,649
24775,683
24776,748
24777,643
24779,568
24780,898
24781,573
24782,604
24783,578
24784,548
24785,531
24786,571
24788,499
24791,443
24793,1060
24794,1379
24795,1382
24796,1365
24797,1286
24798,1227
24799,1221
24800,1164
24801,1177
24802,1150
24803,1161
24804,1081
24806,1028
24807,395
24808,1014
24809,961
24810,918
24811,949
24813,972
24814,916
24815,849
24816,841
24817,783
24818,908
24819,900
24849,421
24850,440
24851,378
24852,364
24853,324
24854,304
24858,264
24860,181
24861,133
24877,28
24894,19
24895,13
24898,2293
24899,2244
24900,1918
24902,51
24903,155
24905,114
24906,103
24907,99
24908,79
24909,83
24911,87
24912,82
24914,54
24915,53
24916,1809
24917,44
24918,35
24919,15
24921,14
24922,817
24924,7
24926,208
24927,208
24945,6
24956,568
24958,1392
24959,853
24961,742
24963,699
24972,25
24973,458
24984,1430
24985,1119
24986,545
24987,370
24989,148
24993,26
24994,20
24999,21
25003,43
25004,687
25005,671
25007,475
25009,179
25010,395
25017,36
25022,11
25024,120
25025,369
25026,359
25028,275
25029,264
25030,245
25031,190
25034,99
25036,212
25038,144
25039,83
25045,784
25047,588
25049,497
25050,434
25051,170
25054,385
25055,374
25059,235
25061,10
25062,112
25063,139
25068,240
25083,548
25084,451
25085,387
25086,286
25087,241
25088,252
25090,229
25092,83
25093,83
25094,76
25101,27
25105,83
25111,18
25113,881
25114,782
25115,696
25116,573
25117,508
25118,431
25119,113
25120,300
25121,237
25122,257
25123,202
25124,230
25125,221
25126,192
25127,173
25128,164
25129,142
25130,149
25132,143
25133,2025
25134,112
25135,103
25136,95
25137,97
25138,95
25139,85
25140,86
25141,88
25142,83
25143,83
25144,83
25145,83
25146,559
25147,87
25148,59
25150,1193
25151,1176
25154,731
25157,578
25158,607
25159,508
25174,752
25175,660
25176,565
25177,510
25178,319
25179,231
25181,147
25183,112
25187,326
25189,25
25190,560
25191,365
25192,336
25193,364
25194,238
25195,222
25196,170
25197,153
25198,146
25199,78
25200,1438
25201,665
25202,674
25204,558
25205,497
25206,351
25207,298
25208,182
25209,145
25211,100
25213,1704
25214,955
25215,992
25216,855
25218,827
25221,602
25222,630
25224,488
25227,101
25242,136
25245,72
25246,2008
25247,1243
25248,447
25249,430
25250,330
25251,224
25252,1316
25253,991
25259,147
25260,129
25268,193
25276,1675
25277,649
25278,149
25279,510
25280,571
25284,448
25285,447
25286,380
25289,365
25290,343
25291,342
25292,341
25296,296
25297,288
25309,848
25310,850
25311,715
25312,732
25313,753
25314,695
25315,622
25316,733
25317,685
25318,476
25319,525
25321,387
25322,907
25324,129
25329,32
25331,126
25332,1798
25333,1138
25334,884
25336,487
25337,754
25338,625
25339,410
25340,366
25341,223
25342,186
25344,164
25345,42
25346,30
25347,36
25348,1276
25349,634
25351,371
25352,234
25354,3076
25355,1390
25356,1387
25357,1084
25358,1101
25359,1036
25360,1095
25361,1029
25362,954
25363,608
25366,752
25368,682
25370,715
25377,848
25380,602
25390,955
25395,1323
25397,1143
25398,1086
25399,1119
25401,1014
25404,984
25407,957
25411,849
25412,893
25413,873
25415,851
25416,864
25418,233
25420,272
25424,249
25425,219
25432,224
25435,170
25437,205
25443,152
25444,390
25447,394
25450,397
25451,313
25452,388
25454,423
25455,400
25457,359
25459,351
25462,302
25463,288
25465,285
25467,242
25471,196
25473,34
25475,29
25477,1588
25478,1148
25479,775
25480,528
25481,1314
25482,733
25483,537
25484,265
25486,197
25487,100
25488,51
25489,41
25494,77
25496,44
25497,1198
25507,131
25513,110
25517,58
25525,1412
25526,272
25527,236
25528,206
25529,175
25530,107
25531,95
25532,86
25533,75
25534,55
25535,55
25536,128
25537,49
25538,1495
25539,274
25540,1319
25541,1297
25542,1215
25543,1261
25544,1254
25545,1163
25546,1155
25547,1190
25548,1181
25549,1073
25550,1066
25551,1046
25552,1054
25553,795
25554,1674
25555,1643
25556,1494
25557,1264
25558,1239
25559,1143
25560,1063
25561,997
25562,871
25563,825
25564,804
25565,858
25566,840
25567,1016
25568,825
25569,849
25570,681
25571,685
25572,653
25573,540
25574,506
25575,541
25576,504
25577,537
25578,482
25579,327
25581,542
25582,515
25584,504
25585,478
25586,462
25587,358
25588,318
25589,261
25591,190
25592,111
25593,97
25594,573
25596,104
25597,1426
25598,1342
25599,1318
25600,1380
25601,1079
25602,1029
25603,567
25604,553
25605,330
25606,90
25607,743
25609,899
25610,932
25611,910
25612,894
25613,847
25614,864
25615,920
25616,812
25617,852
25618,788
25619,786
25620,822
25621,1765
25622,762
25623,745
25625,683
25626,673
25628,685
25630,628
25631,635
25632,590
25633,558
25636,475
25637,458
25638,400
25639,388
25640,348
25641,331
25642,295
25643,337
25644,224
25646,234
25647,196
25649,185
25650,180
25651,139
25652,156
25653,117
25655,125
25656,102
25658,102
25661,425
25671,1354
25672,33
25673,53
25674,759
25676,389
25677,422
25678,328
25682,56
25683,1092
25684,823
25685,652
25686,2041
25687,826
25692,1117
25693,769
25694,731
25695,661
25696,603
25699,380
25701,332
25704,170
25707,69
25709,47
25711,288
25713,2128
25714,1842
25715,324
25716,65
25717,39
25719,452
25721,879
25722,314
25723,190
25724,96
25728,11
25729,77
25730,269
25731,147
25732,114
25733,104
25734,107
25736,83
25737,91
25738,80
25739,74
25740,78
25742,1062
25743,423
25744,581
25745,531
25746,436
25747,415
25748,381
25749,272
25750,254
25751,241
25753,169
25754,37
25755,2075
25757,1061
25758,701
25759,539
25760,467
25762,436
25763,245
25764,254
25770,334
25771,277
25772,230
25773,171
25774,345
25777,56
25778,54
25781,370
25782,484
25783,369
25785,320
25786,281
25787,240
25788,236
25789,247
25790,246
25791,227
25792,218
25793,172
25794,161
25795,160
25817,30
25825,938
25826,858
25828,184
25829,25
25830,391
25838,316
25847,21
25852,239
25854,772
25855,605
25856,547
25857,461
25858,346
25859,335
25860,308
25861,257
25862,329
25864,253
25865,370
25870,252
25873,219
25874,216
25877,189
25878,562
25879,82
25880,74
25881,69
25882,67
25883,65
25884,65
25885,65
25886,79
25889,15
25890,1712
25891,539
25893,266
25894,185
25895,176
25902,1116
25903,556
25904,452
25905,1092
25920,980
25921,929
25922,870
25923,879
25924,805
25925,738
25926,661
25927,750
25928,637
25929,698
25930,563
25931,402
25934,157
25935,169
25944,146
25945,131
25954,92
25959,191
25960,206
25961,205
25962,194
25963,198
25964,196
25965,195
25966,195
25967,197
25968,193
25969,194
25970,192
25971,190
25972,191
25973,205
25974,190
25975,190
25976,189
25977,188
25978,189
25979,190
25980,189
25981,189
25982,189
25983,189
25984,189
25985,188
25986,189
25987,215
25990,461
25991,294
25992,279
25993,280
25994,252
25995,254
25996,215
25997,237
25998,220
25999,216
26000,221
26001,188
26002,218
26003,221
26004,208
26005,208
26006,211
26007,210
26008,210
26009,211
26010,214
26011,198
26012,212
26013,198
26014,188
26015,188
26016,188
26017,188
26018,188
26019,188
26020,188
26021,188
26022,188
26023,188
26024,188
26025,188
26026,188
26027,188
26028,188
26029,188
26030,188
26031,188
26032,188
26033,188
26034,188
26035,188
26036,188
26037,188
26038,188
26039,188
26040,188
26041,188
26042,188
26043,188
26044,188
26045,188
26046,188
26047,188
26048,188
26049,188
26050,188
26051,188
26052,188
26053,188
26054,188
26056,188
26057,188
26058,188
26059,188
26060,188
26061,188
26062,188
26063,188
26064,188
26065,188
26066,188
26067,188
26070,215
26074,203
26075,209
26076,180
26078,192
26079,184
26088,153
26093,158
26094,153
26099,335
26100,300
26103,345
26105,293
26111,252
26112,292
26113,237
26117,225
26118,223
26122,648
26130,129
26131,148
26132,10
26133,1110
26134,848
26135,646
26137,511
26139,214
26142,83
26158,118
26163,188
26173,68
26176,423
26181,465
26191,446
26196,391
26201,367
26204,493
26216,522
26222,510
26223,498
26224,478
26229,490
26232,271
26243,228
26249,183
26251,175
26262,343
26266,332
26273,303
26286,727
26287,610
26288,510
26289,439
26291,434
26292,468
26293,430
26294,366
26295,389
26296,400
26297,333
26298,357
26299,728
26300,301
26302,250
26303,259
26304,279
26305,217
26306,220
26307,17
26308,159
26310,141
26312,188
26313,188
26314,188
26315,188
26316,188
26317,188
26318,188
26319,188
26320,188
26321,188
26322,188
26323,188
26324,188
26325,188
26326,83
26327,188
26328,188
26329,188
26330,188
26331,188
26332,22
26337,783
26341,765
26342,732
26344,739
26346,694
26351,711
26352,641
26353,805
26356,719
26357,610
26360,635
26362,560
26364,592
26365,544
26366,1079
26370,74
26371,1487
26372,1567
26373,1406
26374,1375
26375,1316
26376,1231
26377,1263
26378,1245
26379,1193
26381,1112
26382,1028
26383,998
26384,974
26385,982
26386,956
26392,854
26393,540
26394,636
26395,715
26396,684
26397,614
26398,679
26399,643
26400,615
26401,594
26402,606
26403,574
26404,570
26405,577
26406,547
26407,687
26408,539
26409,553
26410,530
26411,563
26412,567
26413,582
26414,538
26415,451
26416,502
26417,525
26418,489
26419,501
26420,444
26421,42
26425,127
26426,90
26430,147
26431,120
26433,54
26434,41
26435,478
26436,37
26439,1011
26440,946
26441,924
26442,841
26443,763
26444,767
26445,774
26446,718
26447,750
26448,312
26449,340
26450,343
26451,330
26452,312
26453,338
26454,325
26455,324
26456,322
26457,316
26458,317
26459,310
26460,314
26461,316
26462,329
26463,314
26464,312
26465,315
26466,308
26467,300
26468,298
26469,299
26470,294
26471,292
26472,299
26473,291
26474,293
26475,345
26476,458
26477,479
26478,443
26479,446
26480,417
26481,423
26482,402
26483,419
26484,366
26485,366
26486,383
26487,389
26488,378
26490,353
26491,343
26492,358
26493,349
26494,330
26495,351
26496,353
26497,345
26498,338
26499,346
26500,332
26501,330
26505,423
26506,397
26516,426
26519,317
26524,338
26527,320
26529,481
26534,526
26537,508
26539,489
26540,453
26543,340
26553,438
26568,196
26580,166
26581,155
26587,312
26595,270
26597,293
26610,324
26612,376
26613,365
26614,369
26615,328
26616,357
26617,316
26618,358
26619,292
26620,324
26621,322
26622,319
26623,263
26624,404
26625,298
26626,256
26627,305
26628,291
26629,246
26630,279
26631,312
26632,241
26633,222
26634,276
26635,251
26636,231
26637,256
26638,448
26639,535
